name,product,quantity,unitary_value
Vlad P.,Product 9,449,2
Meliana T.,Product 4,915,0.7
Jack S.,Product 1,187,0.5
Jack S.,Product 5,268,0.75
Meliana T.,Product 7,248,1
Bart S.,Product 10,1203,5
John Doo,Product 7,1364,1
Bart S.,Product 1,100,0.5
Vlad P.,Product 4,747,0.7
D. Trump,Product 8,1864,1.15
Jack S.,Product 7,85,1
Bart S.,Product 9,1409,2
Winston C,Product 3,1202,0.6
Bart S.,Product 5,829,0.75
Meliana T.,Product 2,125,0.55
John Doo,Product 4,1752,0.7
Winston C,Product 4,1269,0.7
Jack S.,Product 3,21,0.6
D. Trump,Product 10,703,5
Vlad P.,Product 7,2465,1
Vlad P.,Product 3,998,0.6
Jack S.,Product 3,1221,0.6
Winston C,Product 1,486,0.5
Homer J. S.,Product 9,1551,2
D. Trump,Product 4,359,0.7
John Doo,Product 1,639,0.5
Bart S.,Product 6,982,0.8
Vlad P.,Product 3,668,0.6
Jack S.,Product 3,1905,0.6
D. Trump,Product 8,197,1.15
Jack S.,Product 3,919,0.6
Homer J. S.,Product 9,1892,2
Bart S.,Product 6,250,0.8
Winston C,Product 10,1610,5
D. Trump,Product 6,1356,0.8
John Doo,Product 2,181,0.55
Meliana T.,Product 3,1813,0.6
Winston C,Product 1,773,0.5
John Doo,Product 4,367,0.7
Jack S.,Product 4,2119,0.7
Homer J. S.,Product 7,975,1
John Doo,Product 4,951,0.7
Jack S.,Product 1,2074,0.5
Jack S.,Product 2,1690,0.55
Winston C,Product 6,622,0.8
Vlad P.,Product 1,317,0.5
Jack S.,Product 4,1595,0.7
John Doo,Product 3,1491,0.6
Bart S.,Product 5,600,0.75
Homer J. S.,Product 10,587,5
Winston C,Product 9,1872,2
Vlad P.,Product 1,270,0.5
Homer J. S.,Product 1,772,0.5
Jack S.,Product 5,1381,0.75
Jack S.,Product 6,2490,0.8
John Doo,Product 3,877,0.6
D. Trump,Product 8,940,1.15
Bart S.,Product 6,472,0.8
Jack S.,Product 10,341,5
D. Trump,Product 7,438,1
Bart S.,Product 9,1624,2
Jack S.,Product 3,1216,0.6
John Doo,Product 2,57,0.55
Vlad P.,Product 1,1927,0.5
Meliana T.,Product 10,837,5
Bart S.,Product 8,425,1.15
Vlad P.,Product 10,2083,5
Jack S.,Product 5,2251,0.75
D. Trump,Product 3,1980,0.6
D. Trump,Product 7,942,1
Winston C,Product 3,1348,0.6
Vlad P.,Product 2,1917,0.55
Jack S.,Product 6,1472,0.8
Vlad P.,Product 9,782,2
Bart S.,Product 2,144,0.55
Bart S.,Product 8,801,1.15
John Doo,Product 9,1983,2
Homer J. S.,Product 3,1123,0.6
Bart S.,Product 3,2377,0.6
D. Trump,Product 8,117,1.15
Winston C,Product 5,2191,0.75
Jack S.,Product 7,1633,1
Winston C,Product 4,1437,0.7
D. Trump,Product 6,1131,0.8
Vlad P.,Product 8,2050,1.15
Homer J. S.,Product 7,1008,1
John Doo,Product 7,642,1
Bart S.,Product 2,1392,0.55
Bart S.,Product 9,854,2
Bart S.,Product 2,1571,0.55
Meliana T.,Product 3,1817,0.6
Jack S.,Product 3,1574,0.6
Bart S.,Product 5,220,0.75
Winston C,Product 1,2185,0.5
Bart S.,Product 4,1570,0.7
Winston C,Product 5,2023,0.75
Vlad P.,Product 10,2130,5
Vlad P.,Product 7,811,1
Winston C,Product 1,745,0.5
Winston C,Product 10,212,5
Jack S.,Product 2,709,0.55
D. Trump,Product 10,707,5
Vlad P.,Product 3,158,0.6
Meliana T.,Product 2,1060,0.55
John Doo,Product 3,2244,0.6
Vlad P.,Product 5,273,0.75
Bart S.,Product 1,2421,0.5
Jack S.,Product 3,7,0.6
Meliana T.,Product 5,1361,0.75
Vlad P.,Product 4,1202,0.7
D. Trump,Product 4,489,0.7
John Doo,Product 1,1106,0.5
Winston C,Product 6,488,0.8
D. Trump,Product 4,24,0.7
Meliana T.,Product 10,2255,5
Winston C,Product 10,780,5
John Doo,Product 4,1936,0.7
Homer J. S.,Product 10,1085,5
Jack S.,Product 5,447,0.75
Bart S.,Product 4,1144,0.7
Bart S.,Product 7,125,1
Vlad P.,Product 2,342,0.55
Winston C,Product 1,1247,0.5
Vlad P.,Product 8,2137,1.15
Winston C,Product 1,687,0.5
John Doo,Product 8,229,1.15
Winston C,Product 6,437,0.8
Winston C,Product 10,1400,5
Winston C,Product 1,2124,0.5
John Doo,Product 7,146,1
Bart S.,Product 4,1525,0.7
Vlad P.,Product 8,1286,1.15
Meliana T.,Product 8,604,1.15
D. Trump,Product 9,2140,2
D. Trump,Product 4,1612,0.7
D. Trump,Product 5,732,0.75
Homer J. S.,Product 10,2326,5
Homer J. S.,Product 9,1549,2
Jack S.,Product 8,1039,1.15
Meliana T.,Product 9,2274,2
John Doo,Product 3,2262,0.6
Bart S.,Product 3,972,0.6
Homer J. S.,Product 7,1368,1
Meliana T.,Product 3,1219,0.6
D. Trump,Product 8,1580,1.15
Jack S.,Product 9,93,2
Winston C,Product 7,1104,1
Vlad P.,Product 10,302,5
Bart S.,Product 4,785,0.7
Winston C,Product 1,332,0.5
Meliana T.,Product 8,2056,1.15
D. Trump,Product 7,1062,1
Homer J. S.,Product 7,406,1
Homer J. S.,Product 1,1088,0.5
Homer J. S.,Product 5,1745,0.75
Bart S.,Product 7,2074,1
Jack S.,Product 1,1778,0.5
Homer J. S.,Product 6,1953,0.8
Winston C,Product 5,2218,0.75
Bart S.,Product 6,2354,0.8
Bart S.,Product 4,1925,0.7
Bart S.,Product 10,1089,5
Homer J. S.,Product 9,2081,2
Homer J. S.,Product 6,729,0.8
John Doo,Product 8,1676,1.15
Jack S.,Product 5,1335,0.75
John Doo,Product 2,474,0.55
Meliana T.,Product 4,1023,0.7
D. Trump,Product 1,1938,0.5
John Doo,Product 4,2384,0.7
John Doo,Product 7,2428,1
Bart S.,Product 4,321,0.7
Bart S.,Product 5,1296,0.75
John Doo,Product 5,1824,0.75
John Doo,Product 4,1577,0.7
John Doo,Product 10,274,5
Homer J. S.,Product 2,392,0.55
Winston C,Product 3,1427,0.6
Jack S.,Product 3,1200,0.6
Bart S.,Product 9,99,2
Bart S.,Product 2,1689,0.55
Vlad P.,Product 4,1663,0.7
Winston C,Product 4,481,0.7
John Doo,Product 9,1503,2
Meliana T.,Product 3,1339,0.6
Bart S.,Product 5,2478,0.75
Meliana T.,Product 1,272,0.5
Meliana T.,Product 10,908,5
D. Trump,Product 8,1323,1.15
D. Trump,Product 8,870,1.15
John Doo,Product 4,259,0.7
Meliana T.,Product 6,28,0.8
John Doo,Product 5,906,0.75
Winston C,Product 6,1796,0.8
Homer J. S.,Product 6,1650,0.8
John Doo,Product 3,1620,0.6
Homer J. S.,Product 2,251,0.55
Jack S.,Product 3,704,0.6
Meliana T.,Product 5,106,0.75
D. Trump,Product 5,1039,0.75
Vlad P.,Product 1,1872,0.5
D. Trump,Product 7,1442,1
Vlad P.,Product 9,470,2
Homer J. S.,Product 10,864,5
Homer J. S.,Product 8,1539,1.15
Meliana T.,Product 1,1532,0.5
D. Trump,Product 1,1635,0.5
Jack S.,Product 8,1787,1.15
Meliana T.,Product 6,1389,0.8
Vlad P.,Product 9,1046,2
John Doo,Product 4,2291,0.7
Vlad P.,Product 4,2002,0.7
Bart S.,Product 10,1149,5
Homer J. S.,Product 8,1757,1.15
Jack S.,Product 9,1589,2
Meliana T.,Product 1,2235,0.5
Meliana T.,Product 7,514,1
John Doo,Product 8,1432,1.15
D. Trump,Product 7,1619,1
Winston C,Product 6,1388,0.8
Jack S.,Product 7,94,1
John Doo,Product 4,1474,0.7
John Doo,Product 10,177,5
Winston C,Product 9,905,2
Vlad P.,Product 2,527,0.55
Winston C,Product 7,1672,1
Homer J. S.,Product 10,2049,5
John Doo,Product 1,1293,0.5
Winston C,Product 1,1521,0.5
Jack S.,Product 10,1731,5
Vlad P.,Product 10,2029,5
Bart S.,Product 7,1882,1
Jack S.,Product 3,678,0.6
Winston C,Product 2,1932,0.55
Homer J. S.,Product 10,875,5
D. Trump,Product 3,1119,0.6
Winston C,Product 8,1201,1.15
Winston C,Product 6,1234,0.8
Vlad P.,Product 6,964,0.8
Vlad P.,Product 5,1341,0.75
Vlad P.,Product 9,1414,2
Jack S.,Product 6,1998,0.8
Vlad P.,Product 6,301,0.8
Vlad P.,Product 10,2033,5
D. Trump,Product 4,1815,0.7
John Doo,Product 7,1665,1
Bart S.,Product 1,209,0.5
Bart S.,Product 4,1944,0.7
Jack S.,Product 7,570,1
Jack S.,Product 1,955,0.5
John Doo,Product 5,1082,0.75
John Doo,Product 10,628,5
John Doo,Product 9,2479,2
Vlad P.,Product 2,1329,0.55
Bart S.,Product 9,399,2
Bart S.,Product 10,861,5
John Doo,Product 4,9,0.7
Jack S.,Product 2,432,0.55
Homer J. S.,Product 9,2026,2
Jack S.,Product 2,130,0.55
Bart S.,Product 10,2412,5
John Doo,Product 6,2084,0.8
John Doo,Product 1,1362,0.5
D. Trump,Product 7,38,1
Meliana T.,Product 7,556,1
John Doo,Product 3,1908,0.6
John Doo,Product 10,697,5
Homer J. S.,Product 2,1777,0.55
Winston C,Product 3,1631,0.6
Homer J. S.,Product 2,1084,0.55
Winston C,Product 3,747,0.6
Jack S.,Product 6,2331,0.8
Jack S.,Product 5,1357,0.75
Winston C,Product 7,1601,1
Meliana T.,Product 2,410,0.55
Bart S.,Product 10,2333,5
D. Trump,Product 8,1280,1.15
Bart S.,Product 3,680,0.6
Jack S.,Product 3,1335,0.6
Vlad P.,Product 7,1534,1
Jack S.,Product 7,2306,1
D. Trump,Product 3,2000,0.6
D. Trump,Product 6,1305,0.8
Meliana T.,Product 2,1448,0.55
D. Trump,Product 10,2470,5
Homer J. S.,Product 3,634,0.6
Winston C,Product 7,2408,1
Winston C,Product 9,2321,2
Bart S.,Product 8,403,1.15
D. Trump,Product 6,214,0.8
John Doo,Product 1,2200,0.5
Bart S.,Product 8,1838,1.15
Meliana T.,Product 8,1474,1.15
John Doo,Product 5,301,0.75
D. Trump,Product 10,471,5
Winston C,Product 6,2315,0.8
D. Trump,Product 4,1428,0.7
D. Trump,Product 8,850,1.15
Vlad P.,Product 8,987,1.15
Winston C,Product 8,678,1.15
Winston C,Product 7,1177,1
D. Trump,Product 10,93,5
Vlad P.,Product 5,2349,0.75
D. Trump,Product 3,85,0.6
Winston C,Product 6,1899,0.8
D. Trump,Product 6,606,0.8
Winston C,Product 3,318,0.6
Jack S.,Product 3,223,0.6
John Doo,Product 6,418,0.8
Vlad P.,Product 4,2084,0.7
Homer J. S.,Product 8,966,1.15
Jack S.,Product 6,862,0.8
Jack S.,Product 8,1346,1.15
Vlad P.,Product 10,1078,5
John Doo,Product 1,1432,0.5
Winston C,Product 7,936,1
Jack S.,Product 4,895,0.7
Bart S.,Product 9,648,2
Homer J. S.,Product 10,1915,5
Vlad P.,Product 5,1721,0.75
Bart S.,Product 2,861,0.55
D. Trump,Product 8,1004,1.15
Winston C,Product 2,431,0.55
Homer J. S.,Product 2,1801,0.55
Meliana T.,Product 4,2035,0.7
Vlad P.,Product 2,2472,0.55
Jack S.,Product 10,715,5
Meliana T.,Product 1,211,0.5
Bart S.,Product 6,762,0.8
Homer J. S.,Product 6,1539,0.8
Winston C,Product 2,1928,0.55
Vlad P.,Product 2,1834,0.55
Jack S.,Product 9,1783,2
Vlad P.,Product 10,723,5
Homer J. S.,Product 9,1695,2
Homer J. S.,Product 4,1715,0.7
Winston C,Product 1,814,0.5
Vlad P.,Product 8,2411,1.15
Bart S.,Product 6,211,0.8
Meliana T.,Product 9,2169,2
Bart S.,Product 10,2052,5
Vlad P.,Product 5,326,0.75
John Doo,Product 8,2178,1.15
John Doo,Product 2,2430,0.55
Meliana T.,Product 3,2112,0.6
Vlad P.,Product 10,1802,5
Winston C,Product 7,1034,1
Winston C,Product 3,2179,0.6
Vlad P.,Product 6,406,0.8
Homer J. S.,Product 1,1489,0.5
Meliana T.,Product 6,53,0.8
John Doo,Product 10,1176,5
Homer J. S.,Product 2,870,0.55
D. Trump,Product 1,1248,0.5
D. Trump,Product 8,1606,1.15
Jack S.,Product 8,1659,1.15
D. Trump,Product 8,1312,1.15
John Doo,Product 8,1295,1.15
Bart S.,Product 1,424,0.5
D. Trump,Product 7,1314,1
Bart S.,Product 2,1902,0.55
Meliana T.,Product 8,1716,1.15
D. Trump,Product 9,434,2
John Doo,Product 4,449,0.7
John Doo,Product 5,632,0.75
Meliana T.,Product 3,1597,0.6
Jack S.,Product 8,2103,1.15
Bart S.,Product 1,1079,0.5
Meliana T.,Product 2,2214,0.55
Vlad P.,Product 1,2181,0.5
Jack S.,Product 9,413,2
Homer J. S.,Product 5,594,0.75
Homer J. S.,Product 5,1714,0.75
Winston C,Product 3,842,0.6
D. Trump,Product 8,922,1.15
Meliana T.,Product 1,780,0.5
Jack S.,Product 5,2210,0.75
D. Trump,Product 7,490,1
John Doo,Product 2,378,0.55
John Doo,Product 7,1179,1
D. Trump,Product 1,1723,0.5
Jack S.,Product 1,1825,0.5
John Doo,Product 3,681,0.6
John Doo,Product 5,1364,0.75
Winston C,Product 4,961,0.7
Meliana T.,Product 4,2036,0.7
Meliana T.,Product 5,896,0.75
Homer J. S.,Product 2,816,0.55
Homer J. S.,Product 9,26,2
Winston C,Product 7,2173,1
Meliana T.,Product 10,1510,5
D. Trump,Product 6,439,0.8
D. Trump,Product 8,2496,1.15
Jack S.,Product 10,1071,5
Winston C,Product 3,819,0.6
Meliana T.,Product 7,1036,1
Meliana T.,Product 5,2438,0.75
Winston C,Product 5,519,0.75
John Doo,Product 8,224,1.15
Jack S.,Product 9,1992,2
Bart S.,Product 7,576,1
Vlad P.,Product 2,325,0.55
Jack S.,Product 2,1790,0.55
Meliana T.,Product 8,1991,1.15
D. Trump,Product 9,114,2
John Doo,Product 4,1104,0.7
Vlad P.,Product 5,1123,0.75
Homer J. S.,Product 1,2181,0.5
Meliana T.,Product 3,30,0.6
Vlad P.,Product 6,1225,0.8
Winston C,Product 5,2266,0.75
John Doo,Product 7,2339,1
Homer J. S.,Product 6,1791,0.8
Bart S.,Product 2,1850,0.55
Meliana T.,Product 2,2093,0.55
D. Trump,Product 8,674,1.15
Bart S.,Product 1,750,0.5
Meliana T.,Product 10,2335,5
Meliana T.,Product 8,134,1.15
Meliana T.,Product 1,45,0.5
John Doo,Product 10,313,5
Vlad P.,Product 1,2146,0.5
D. Trump,Product 7,732,1
Jack S.,Product 3,996,0.6
Vlad P.,Product 3,2213,0.6
Vlad P.,Product 8,723,1.15
Winston C,Product 4,721,0.7
Bart S.,Product 8,2097,1.15
Bart S.,Product 1,1036,0.5
Vlad P.,Product 2,1759,0.55
Vlad P.,Product 3,236,0.6
D. Trump,Product 8,1232,1.15
Winston C,Product 6,774,0.8
Bart S.,Product 2,545,0.55
D. Trump,Product 6,496,0.8
Vlad P.,Product 10,1426,5
D. Trump,Product 3,1757,0.6
Bart S.,Product 10,852,5
Winston C,Product 10,400,5
Jack S.,Product 7,1708,1
John Doo,Product 10,1607,5
D. Trump,Product 5,1677,0.75
Bart S.,Product 8,2146,1.15
John Doo,Product 7,822,1
Winston C,Product 3,882,0.6
D. Trump,Product 6,782,0.8
Homer J. S.,Product 5,763,0.75
D. Trump,Product 3,1631,0.6
Winston C,Product 4,2487,0.7
Bart S.,Product 8,430,1.15
Vlad P.,Product 10,1590,5
Winston C,Product 9,2365,2
Bart S.,Product 1,2265,0.5
Meliana T.,Product 6,925,0.8
Vlad P.,Product 1,388,0.5
Bart S.,Product 3,1818,0.6
Jack S.,Product 8,2481,1.15
Bart S.,Product 9,661,2
Jack S.,Product 4,802,0.7
Bart S.,Product 10,1042,5
Winston C,Product 7,1516,1
D. Trump,Product 5,194,0.75
Winston C,Product 9,69,2
D. Trump,Product 8,851,1.15
Homer J. S.,Product 4,644,0.7
Meliana T.,Product 7,489,1
John Doo,Product 9,670,2
Vlad P.,Product 3,1098,0.6
Homer J. S.,Product 3,1357,0.6
Vlad P.,Product 5,134,0.75
Vlad P.,Product 2,2186,0.55
Vlad P.,Product 10,1300,5
Meliana T.,Product 7,1464,1
D. Trump,Product 2,72,0.55
Vlad P.,Product 9,507,2
Winston C,Product 3,1257,0.6
Bart S.,Product 10,377,5
Jack S.,Product 5,1682,0.75
John Doo,Product 3,1225,0.6
Homer J. S.,Product 7,1656,1
Homer J. S.,Product 4,1059,0.7
Homer J. S.,Product 9,1704,2
Winston C,Product 10,1808,5
Vlad P.,Product 4,1695,0.7
D. Trump,Product 3,900,0.6
Bart S.,Product 10,1168,5
Jack S.,Product 5,2061,0.75
Bart S.,Product 2,185,0.55
John Doo,Product 4,2459,0.7
Jack S.,Product 4,2363,0.7
John Doo,Product 6,1060,0.8
Jack S.,Product 3,684,0.6
Bart S.,Product 5,2165,0.75
Meliana T.,Product 8,1020,1.15
Vlad P.,Product 5,1911,0.75
Jack S.,Product 9,1520,2
Jack S.,Product 3,2009,0.6
Homer J. S.,Product 3,1229,0.6
Jack S.,Product 2,880,0.55
Meliana T.,Product 8,926,1.15
Winston C,Product 9,2443,2
Meliana T.,Product 9,1317,2
Winston C,Product 8,1104,1.15
Vlad P.,Product 8,1300,1.15
Bart S.,Product 3,9,0.6
John Doo,Product 8,2347,1.15
Jack S.,Product 8,785,1.15
Winston C,Product 5,1221,0.75
John Doo,Product 3,1446,0.6
Winston C,Product 7,895,1
D. Trump,Product 5,1549,0.75
Bart S.,Product 9,2377,2
Homer J. S.,Product 2,1151,0.55
Jack S.,Product 2,407,0.55
Winston C,Product 3,1849,0.6
Vlad P.,Product 5,226,0.75
Bart S.,Product 5,214,0.75
Meliana T.,Product 3,1467,0.6
John Doo,Product 8,1788,1.15
Winston C,Product 7,748,1
John Doo,Product 5,2498,0.75
Winston C,Product 9,1187,2
Homer J. S.,Product 10,1053,5
Meliana T.,Product 6,2334,0.8
Meliana T.,Product 4,2413,0.7
John Doo,Product 2,644,0.55
Bart S.,Product 8,879,1.15
Vlad P.,Product 7,442,1
Bart S.,Product 2,2404,0.55
Winston C,Product 8,2472,1.15
Homer J. S.,Product 3,873,0.6
Homer J. S.,Product 3,1277,0.6
Vlad P.,Product 10,2348,5
Bart S.,Product 9,999,2
John Doo,Product 4,367,0.7
Bart S.,Product 6,1979,0.8
D. Trump,Product 9,1244,2
D. Trump,Product 4,1533,0.7
John Doo,Product 10,966,5
Meliana T.,Product 6,1943,0.8
D. Trump,Product 7,454,1
Homer J. S.,Product 1,2478,0.5
Bart S.,Product 10,1693,5
Bart S.,Product 9,986,2
Meliana T.,Product 3,2476,0.6
Vlad P.,Product 3,1292,0.6
Vlad P.,Product 7,1040,1
Vlad P.,Product 4,84,0.7
John Doo,Product 4,2032,0.7
Bart S.,Product 7,567,1
Winston C,Product 6,404,0.8
Vlad P.,Product 4,1212,0.7
D. Trump,Product 8,1975,1.15
Meliana T.,Product 9,1378,2
Bart S.,Product 3,390,0.6
Meliana T.,Product 2,341,0.55
Winston C,Product 8,1449,1.15
Jack S.,Product 8,126,1.15
Bart S.,Product 2,577,0.55
Jack S.,Product 8,2145,1.15
Meliana T.,Product 8,1479,1.15
John Doo,Product 6,473,0.8
Meliana T.,Product 3,192,0.6
John Doo,Product 4,509,0.7
Bart S.,Product 9,1783,2
Meliana T.,Product 7,312,1
John Doo,Product 10,1899,5
John Doo,Product 10,1923,5
Homer J. S.,Product 3,1431,0.6
Bart S.,Product 10,832,5
Homer J. S.,Product 10,339,5
D. Trump,Product 7,327,1
Meliana T.,Product 10,214,5
John Doo,Product 6,2237,0.8
Winston C,Product 1,597,0.5
Bart S.,Product 4,578,0.7
D. Trump,Product 9,2357,2
Meliana T.,Product 2,1917,0.55
Meliana T.,Product 6,1610,0.8
Homer J. S.,Product 1,1176,0.5
Vlad P.,Product 7,287,1
Vlad P.,Product 9,1246,2
Winston C,Product 1,1610,0.5
Bart S.,Product 2,942,0.55
Winston C,Product 6,1374,0.8
Vlad P.,Product 8,91,1.15
Homer J. S.,Product 10,1664,5
Jack S.,Product 4,335,0.7
D. Trump,Product 10,784,5
Winston C,Product 8,2246,1.15
D. Trump,Product 4,2172,0.7
Homer J. S.,Product 2,708,0.55
Meliana T.,Product 8,1293,1.15
John Doo,Product 6,2205,0.8
Bart S.,Product 6,2053,0.8
Jack S.,Product 3,427,0.6
Bart S.,Product 9,386,2
D. Trump,Product 9,56,2
Vlad P.,Product 7,1306,1
Homer J. S.,Product 5,2047,0.75
D. Trump,Product 10,1740,5
Vlad P.,Product 5,1114,0.75
Jack S.,Product 2,1775,0.55
Bart S.,Product 1,183,0.5
D. Trump,Product 5,706,0.75
Meliana T.,Product 4,1766,0.7
Jack S.,Product 7,340,1
Bart S.,Product 4,1253,0.7
Meliana T.,Product 6,1498,0.8
D. Trump,Product 5,372,0.75
D. Trump,Product 8,1065,1.15
John Doo,Product 9,222,2
Vlad P.,Product 6,21,0.8
Vlad P.,Product 3,704,0.6
John Doo,Product 9,1402,2
John Doo,Product 1,2352,0.5
John Doo,Product 2,1557,0.55
John Doo,Product 10,1339,5
Winston C,Product 4,2086,0.7
D. Trump,Product 4,1650,0.7
Winston C,Product 5,1705,0.75
Meliana T.,Product 7,1392,1
Bart S.,Product 1,397,0.5
Meliana T.,Product 5,1924,0.75
John Doo,Product 2,25,0.55
Meliana T.,Product 1,686,0.5
John Doo,Product 2,1483,0.55
Winston C,Product 5,1992,0.75
Vlad P.,Product 6,1108,0.8
Vlad P.,Product 2,349,0.55
Meliana T.,Product 6,326,0.8
Jack S.,Product 3,1788,0.6
Jack S.,Product 10,202,5
Homer J. S.,Product 4,1578,0.7
Bart S.,Product 6,858,0.8
Winston C,Product 4,524,0.7
John Doo,Product 9,432,2
Jack S.,Product 7,204,1
Vlad P.,Product 8,8,1.15
Jack S.,Product 9,1059,2
Bart S.,Product 9,1340,2
D. Trump,Product 3,2182,0.6
D. Trump,Product 4,2271,0.7
Homer J. S.,Product 8,126,1.15
Homer J. S.,Product 8,1093,1.15
Winston C,Product 5,1325,0.75
Vlad P.,Product 3,127,0.6
Vlad P.,Product 3,344,0.6
D. Trump,Product 3,2130,0.6
Jack S.,Product 10,1869,5
Winston C,Product 10,511,5
Bart S.,Product 8,305,1.15
Bart S.,Product 9,984,2
D. Trump,Product 5,382,0.75
Meliana T.,Product 10,2276,5
Homer J. S.,Product 7,1153,1
Homer J. S.,Product 3,862,0.6
Jack S.,Product 1,1495,0.5
Vlad P.,Product 8,4,1.15
Winston C,Product 9,1260,2
Meliana T.,Product 8,736,1.15
John Doo,Product 9,1302,2
John Doo,Product 7,2479,1
Jack S.,Product 7,2253,1
Homer J. S.,Product 8,1187,1.15
Meliana T.,Product 2,1576,0.55
D. Trump,Product 5,1081,0.75
D. Trump,Product 7,805,1
Bart S.,Product 4,1683,0.7
Winston C,Product 2,132,0.55
Meliana T.,Product 6,1385,0.8
D. Trump,Product 4,208,0.7
Meliana T.,Product 10,521,5
Meliana T.,Product 7,1341,1
D. Trump,Product 7,635,1
Jack S.,Product 9,2042,2
Meliana T.,Product 7,452,1
John Doo,Product 5,4,0.75
Bart S.,Product 6,1004,0.8
Vlad P.,Product 8,144,1.15
Vlad P.,Product 7,1179,1
Jack S.,Product 10,728,5
John Doo,Product 2,1526,0.55
John Doo,Product 9,1042,2
John Doo,Product 10,1366,5
John Doo,Product 6,19,0.8
Winston C,Product 1,1860,0.5
Jack S.,Product 8,241,1.15
Homer J. S.,Product 1,320,0.5
Homer J. S.,Product 6,2239,0.8
Winston C,Product 5,1814,0.75
Homer J. S.,Product 3,865,0.6
Winston C,Product 8,1671,1.15
Winston C,Product 7,461,1
Bart S.,Product 6,19,0.8
Vlad P.,Product 2,975,0.55
Winston C,Product 2,298,0.55
Homer J. S.,Product 3,348,0.6
Bart S.,Product 2,1881,0.55
John Doo,Product 1,1975,0.5
Bart S.,Product 7,2179,1
Winston C,Product 3,1904,0.6
Bart S.,Product 6,2475,0.8
Winston C,Product 10,1154,5
Bart S.,Product 2,875,0.55
Vlad P.,Product 2,2214,0.55
D. Trump,Product 1,742,0.5
Homer J. S.,Product 2,261,0.55
Meliana T.,Product 9,2393,2
Jack S.,Product 1,735,0.5
Jack S.,Product 10,1703,5
Meliana T.,Product 4,25,0.7
Winston C,Product 3,41,0.6
Homer J. S.,Product 4,1808,0.7
Jack S.,Product 9,1810,2
John Doo,Product 8,1874,1.15
Meliana T.,Product 5,231,0.75
John Doo,Product 1,2024,0.5
D. Trump,Product 9,1902,2
Bart S.,Product 4,858,0.7
Jack S.,Product 6,690,0.8
Bart S.,Product 4,1899,0.7
D. Trump,Product 2,1549,0.55
Homer J. S.,Product 5,1400,0.75
Winston C,Product 3,1516,0.6
Homer J. S.,Product 8,984,1.15
D. Trump,Product 5,2408,0.75
Vlad P.,Product 1,1822,0.5
Bart S.,Product 9,1487,2
Jack S.,Product 6,467,0.8
Homer J. S.,Product 8,1338,1.15
Homer J. S.,Product 3,1066,0.6
Meliana T.,Product 10,1800,5
Vlad P.,Product 6,1667,0.8
Meliana T.,Product 2,390,0.55
Winston C,Product 2,2500,0.55
Winston C,Product 4,2487,0.7
Jack S.,Product 5,5,0.75
John Doo,Product 9,110,2
Jack S.,Product 1,288,0.5
Bart S.,Product 7,1606,1
John Doo,Product 6,808,0.8
Meliana T.,Product 7,1987,1
Homer J. S.,Product 3,526,0.6
John Doo,Product 6,974,0.8
John Doo,Product 1,1257,0.5
D. Trump,Product 8,1157,1.15
John Doo,Product 7,783,1
D. Trump,Product 9,1902,2
D. Trump,Product 2,87,0.55
Homer J. S.,Product 9,650,2
Bart S.,Product 5,1504,0.75
Meliana T.,Product 8,1404,1.15
Jack S.,Product 9,108,2
Jack S.,Product 9,1445,2
Winston C,Product 8,2334,1.15
Winston C,Product 3,1543,0.6
Jack S.,Product 8,1406,1.15
Winston C,Product 4,2354,0.7
John Doo,Product 1,2064,0.5
Homer J. S.,Product 6,31,0.8
Homer J. S.,Product 6,1535,0.8
Homer J. S.,Product 5,1530,0.75
Winston C,Product 4,117,0.7
Bart S.,Product 6,271,0.8
Winston C,Product 3,670,0.6
Winston C,Product 8,2364,1.15
Vlad P.,Product 4,37,0.7
D. Trump,Product 6,876,0.8
Winston C,Product 6,2046,0.8
John Doo,Product 3,2152,0.6
Jack S.,Product 8,2059,1.15
Bart S.,Product 3,832,0.6
John Doo,Product 4,1649,0.7
John Doo,Product 5,731,0.75
Homer J. S.,Product 10,283,5
D. Trump,Product 6,243,0.8
D. Trump,Product 7,630,1
Bart S.,Product 8,1435,1.15
Homer J. S.,Product 4,1221,0.7
Jack S.,Product 6,350,0.8
Winston C,Product 1,1298,0.5
Homer J. S.,Product 5,828,0.75
D. Trump,Product 8,1433,1.15
Homer J. S.,Product 4,1733,0.7
Jack S.,Product 9,82,2
Jack S.,Product 3,1771,0.6
Homer J. S.,Product 8,405,1.15
Bart S.,Product 2,2427,0.55
John Doo,Product 8,782,1.15
Jack S.,Product 9,1979,2
John Doo,Product 10,2450,5
Meliana T.,Product 2,1641,0.55
John Doo,Product 9,62,2
John Doo,Product 5,1618,0.75
Vlad P.,Product 9,38,2
Bart S.,Product 5,1693,0.75
Jack S.,Product 9,92,2
Jack S.,Product 10,180,5
Vlad P.,Product 1,432,0.5
Meliana T.,Product 1,1539,0.5
D. Trump,Product 1,102,0.5
Homer J. S.,Product 2,757,0.55
D. Trump,Product 8,777,1.15
John Doo,Product 7,228,1
Vlad P.,Product 6,249,0.8
Vlad P.,Product 3,1383,0.6
Vlad P.,Product 2,816,0.55
Winston C,Product 10,1377,5
Vlad P.,Product 7,894,1
John Doo,Product 1,1279,0.5
Winston C,Product 7,1707,1
Jack S.,Product 5,1942,0.75
Winston C,Product 2,477,0.55
Jack S.,Product 6,848,0.8
